id,product_id,return_date,quantity_returned,reason,created_at,store_id
RET-0005935,PRD-0086,2024-03-08,1,Missing pieces,2024-03-08T13:40:00,DEL-001
RET-0005936,PRD-0086,2024-03-08,2,Missing pieces,2024-03-08T13:44:00,DEL-001
RET-0005937,PRD-0086,2024-05-12,3,Wrong product,2024-05-12T13:36:00,DEL-001
RET-0005938,PRD-0086,2024-06-15,1,Wrong product,2024-06-15T13:41:00,DEL-001
RET-0005939,PRD-0086,2024-07-04,1,Broken part,2024-07-04T14:03:00,DEL-001
RET-0005940,PRD-0086,2024-09-04,2,Safety concern,2024-09-04T13:13:00,DEL-001
RET-0005941,PRD-0086,2024-09-09,1,Missing pieces,2024-09-09T16:22:00,DEL-001
RET-0005942,PRD-0086,2024-09-18,3,Safety concern,2024-09-18T15:12:00,DEL-001
RET-0005943,PRD-0086,2024-10-17,3,Wrong product,2024-10-17T14:03:00,DEL-001
RET-0005944,PRD-0086,2024-12-10,2,Broken part,2024-12-10T17:03:00,DEL-001
RET-0005945,PRD-0086,2024-12-27,3,Wrong product,2024-12-27T16:39:00,DEL-001
RET-0005946,PRD-0086,2024-12-31,1,Wrong product,2024-12-31T14:45:00,DEL-001
RET-0005947,PRD-0087,2024-01-23,1,Missing pieces,2024-01-23T15:02:00,DEL-001
RET-0005948,PRD-0087,2024-02-03,2,Safety concern,2024-02-03T16:07:00,DEL-001
RET-0005949,PRD-0087,2024-02-05,3,Missing pieces,2024-02-05T10:47:00,DEL-001
RET-0005950,PRD-0087,2024-02-25,1,Broken part,2024-02-25T14:45:00,DEL-001
RET-0005951,PRD-0087,2024-03-03,1,Safety concern,2024-03-03T12:05:00,DEL-001
RET-0005952,PRD-0087,2024-03-24,1,Missing pieces,2024-03-24T18:37:00,DEL-001
RET-0005953,PRD-0087,2024-08-31,2,Missing pieces,2024-08-31T10:36:00,DEL-001
RET-0005954,PRD-0087,2024-09-25,3,Broken part,2024-09-25T16:17:00,DEL-001
RET-0005955,PRD-0087,2024-10-31,3,Missing pieces,2024-10-31T13:28:00,DEL-001
RET-0005956,PRD-0087,2024-11-07,3,Safety concern,2024-11-07T18:52:00,DEL-001
RET-0005957,PRD-0087,2024-12-10,1,Missing pieces,2024-12-10T09:39:00,DEL-001
RET-0005958,PRD-0088,2024-02-27,3,Safety concern,2024-02-27T16:10:00,DEL-001
RET-0005959,PRD-0088,2024-04-23,2,Safety concern,2024-04-23T20:06:00,DEL-001
RET-0005960,PRD-0088,2024-05-26,1,Wrong product,2024-05-26T20:04:00,DEL-001
RET-0005961,PRD-0088,2024-08-22,1,Broken part,2024-08-22T20:41:00,DEL-001
RET-0005962,PRD-0088,2024-09-07,2,Safety concern,2024-09-07T16:45:00,DEL-001
RET-0005963,PRD-0088,2024-12-11,2,Broken part,2024-12-11T12:39:00,DEL-001
RET-0005964,PRD-0089,2024-02-21,1,Safety concern,2024-02-21T18:27:00,DEL-001
RET-0005965,PRD-0089,2024-03-01,2,Safety concern,2024-03-01T15:39:00,DEL-001
RET-0005966,PRD-0089,2024-03-12,3,Wrong product,2024-03-12T11:46:00,DEL-001
RET-0005967,PRD-0089,2024-04-26,2,Broken part,2024-04-26T10:40:00,DEL-001
RET-0005968,PRD-0089,2024-05-27,1,Safety concern,2024-05-27T14:21:00,DEL-001
RET-0005969,PRD-0089,2024-07-08,2,Safety concern,2024-07-08T19:59:00,DEL-001
RET-0005970,PRD-0089,2024-09-20,1,Missing pieces,2024-09-20T13:26:00,DEL-001
RET-0005971,PRD-0089,2024-09-20,2,Wrong product,2024-09-20T13:03:00,DEL-001
RET-0005972,PRD-0089,2024-10-28,2,Safety concern,2024-10-28T13:44:00,DEL-001
RET-0005973,PRD-0089,2024-10-28,2,Wrong product,2024-10-28T09:27:00,DEL-001
RET-0005974,PRD-0089,2024-11-08,1,Broken part,2024-11-08T13:49:00,DEL-001
RET-0005975,PRD-0089,2024-11-04,3,Wrong product,2024-11-04T17:14:00,DEL-001
RET-0005976,PRD-0089,2024-11-12,3,Wrong product,2024-11-12T09:17:00,DEL-001
RET-0005977,PRD-0089,2024-11-19,2,Broken part,2024-11-19T15:43:00,DEL-001
RET-0005978,PRD-0089,2024-12-06,1,Safety concern,2024-12-06T11:36:00,DEL-001
RET-0005979,PRD-0089,2024-12-30,1,Broken part,2024-12-30T16:04:00,DEL-001
RET-0005980,PRD-0090,2024-01-30,1,Broken part,2024-01-30T17:53:00,DEL-001
RET-0005981,PRD-0090,2024-02-04,2,Wrong product,2024-02-04T11:04:00,DEL-001
RET-0005982,PRD-0090,2024-02-14,2,Safety concern,2024-02-14T14:18:00,DEL-001
RET-0005983,PRD-0090,2024-03-04,2,Missing pieces,2024-03-04T11:36:00,DEL-001
RET-0005984,PRD-0090,2024-03-03,2,Broken part,2024-03-03T11:16:00,DEL-001
RET-0005985,PRD-0090,2024-04-18,2,Broken part,2024-04-18T09:17:00,DEL-001
RET-0005986,PRD-0090,2024-05-27,2,Missing pieces,2024-05-27T12:24:00,DEL-001
RET-0005987,PRD-0090,2024-06-07,3,Safety concern,2024-06-07T11:53:00,DEL-001
RET-0005988,PRD-0090,2024-06-12,1,Wrong product,2024-06-12T16:24:00,DEL-001
RET-0005989,PRD-0090,2024-07-11,3,Wrong product,2024-07-11T13:17:00,DEL-001
RET-0005990,PRD-0090,2024-07-31,3,Safety concern,2024-07-31T20:28:00,DEL-001
RET-0005991,PRD-0090,2024-07-27,2,Wrong product,2024-07-27T11:50:00,DEL-001
RET-0005992,PRD-0090,2024-08-13,2,Safety concern,2024-08-13T13:05:00,DEL-001
RET-0005993,PRD-0090,2024-09-04,3,Broken part,2024-09-04T18:51:00,DEL-001
RET-0005994,PRD-0090,2024-08-27,3,Safety concern,2024-08-27T18:10:00,DEL-001
RET-0005995,PRD-0090,2024-12-28,2,Wrong product,2024-12-28T11:38:00,DEL-001
RET-0005996,PRD-0090,2024-12-30,3,Broken part,2024-12-30T12:09:00,DEL-001
RET-0005997,PRD-0090,2024-12-31,1,Broken part,2024-12-31T16:29:00,DEL-001
RET-0005998,PRD-0091,2024-01-12,3,Broken part,2024-01-12T09:08:00,DEL-001
RET-0005999,PRD-0091,2024-01-29,3,Wrong product,2024-01-29T12:39:00,DEL-001
RET-0006000,PRD-0091,2024-03-28,1,Wrong product,2024-03-28T15:53:00,DEL-001
RET-0006001,PRD-0091,2024-04-14,3,Safety concern,2024-04-14T15:48:00,DEL-001
RET-0006002,PRD-0091,2024-05-14,1,Wrong product,2024-05-14T12:58:00,DEL-001
RET-0006003,PRD-0091,2024-06-09,2,Wrong product,2024-06-09T14:53:00,DEL-001
RET-0006004,PRD-0091,2024-06-18,1,Safety concern,2024-06-18T09:06:00,DEL-001
RET-0006005,PRD-0091,2024-06-12,3,Missing pieces,2024-06-12T20:21:00,DEL-001
RET-0006006,PRD-0091,2024-07-28,3,Broken part,2024-07-28T16:06:00,DEL-001
RET-0006007,PRD-0091,2024-08-12,3,Wrong product,2024-08-12T18:39:00,DEL-001
RET-0006008,PRD-0091,2024-08-25,3,Missing pieces,2024-08-25T16:48:00,DEL-001
RET-0006009,PRD-0091,2024-11-05,2,Safety concern,2024-11-05T16:21:00,DEL-001
RET-0006010,PRD-0091,2024-12-04,1,Broken part,2024-12-04T09:18:00,DEL-001
RET-0006011,PRD-0092,2024-01-14,3,Wrong product,2024-01-14T13:45:00,DEL-001
RET-0006012,PRD-0092,2024-01-15,2,Safety concern,2024-01-15T20:31:00,DEL-001
RET-0006013,PRD-0092,2024-01-26,1,Safety concern,2024-01-26T20:55:00,DEL-001
RET-0006014,PRD-0092,2024-02-16,3,Broken part,2024-02-16T09:40:00,DEL-001
RET-0006015,PRD-0092,2024-02-11,3,Missing pieces,2024-02-11T15:16:00,DEL-001
RET-0006016,PRD-0092,2024-02-22,2,Wrong product,2024-02-22T13:29:00,DEL-001
RET-0006017,PRD-0092,2024-02-27,3,Missing pieces,2024-02-27T11:16:00,DEL-001
RET-0006018,PRD-0092,2024-06-01,1,Safety concern,2024-06-01T12:37:00,DEL-001
RET-0006019,PRD-0092,2024-07-01,1,Missing pieces,2024-07-01T20:26:00,DEL-001
RET-0006020,PRD-0092,2024-08-05,2,Missing pieces,2024-08-05T17:52:00,DEL-001
RET-0006021,PRD-0092,2024-08-07,2,Wrong product,2024-08-07T12:27:00,DEL-001
RET-0006022,PRD-0092,2024-08-19,1,Missing pieces,2024-08-19T17:20:00,DEL-001
RET-0006023,PRD-0092,2024-08-23,3,Missing pieces,2024-08-23T18:26:00,DEL-001
RET-0006024,PRD-0092,2024-08-17,2,Missing pieces,2024-08-17T19:51:00,DEL-001
RET-0006025,PRD-0092,2024-09-01,1,Safety concern,2024-09-01T09:39:00,DEL-001
RET-0006026,PRD-0092,2024-11-14,3,Missing pieces,2024-11-14T13:36:00,DEL-001
RET-0006027,PRD-0092,2024-11-24,2,Safety concern,2024-11-24T16:26:00,DEL-001
RET-0006028,PRD-0092,2024-11-30,1,Broken part,2024-11-30T09:45:00,DEL-001
RET-0006029,PRD-0092,2024-12-04,3,Broken part,2024-12-04T13:43:00,DEL-001
RET-0006030,PRD-0092,2024-12-31,2,Broken part,2024-12-31T19:55:00,DEL-001
RET-0006031,PRD-0092,2024-12-31,3,Safety concern,2024-12-31T15:13:00,DEL-001
RET-0006032,PRD-0093,2024-01-14,2,Broken part,2024-01-14T17:58:00,DEL-001
RET-0006033,PRD-0093,2024-02-17,3,Missing pieces,2024-02-17T10:19:00,DEL-001
RET-0006034,PRD-0093,2024-02-20,3,Broken part,2024-02-20T19:43:00,DEL-001
RET-0006035,PRD-0093,2024-02-28,2,Missing pieces,2024-02-28T15:59:00,DEL-001
RET-0006036,PRD-0093,2024-02-24,2,Missing pieces,2024-02-24T18:50:00,DEL-001
RET-0006037,PRD-0093,2024-02-26,3,Wrong product,2024-02-26T20:40:00,DEL-001
RET-0006038,PRD-0093,2024-03-21,2,Wrong product,2024-03-21T13:04:00,DEL-001
RET-0006039,PRD-0093,2024-03-29,2,Broken part,2024-03-29T13:03:00,DEL-001
RET-0006040,PRD-0093,2024-04-18,1,Safety concern,2024-04-18T09:52:00,DEL-001
RET-0006041,PRD-0093,2024-04-24,1,Safety concern,2024-04-24T18:34:00,DEL-001
RET-0006042,PRD-0093,2024-04-29,2,Broken part,2024-04-29T19:34:00,DEL-001
RET-0006043,PRD-0093,2024-06-21,2,Missing pieces,2024-06-21T11:15:00,DEL-001
RET-0006044,PRD-0093,2024-08-23,2,Wrong product,2024-08-23T15:50:00,DEL-001
RET-0006045,PRD-0093,2024-09-25,1,Safety concern,2024-09-25T20:26:00,DEL-001
RET-0006046,PRD-0093,2024-09-28,3,Wrong product,2024-09-28T13:51:00,DEL-001
RET-0006047,PRD-0093,2024-10-25,1,Wrong product,2024-10-25T10:35:00,DEL-001
RET-0006048,PRD-0093,2024-11-06,2,Safety concern,2024-11-06T20:44:00,DEL-001
RET-0006049,PRD-0093,2024-11-23,2,Broken part,2024-11-23T16:21:00,DEL-001
RET-0006050,PRD-0093,2024-12-31,3,Broken part,2024-12-31T14:42:00,DEL-001
RET-0006051,PRD-0094,2024-02-19,1,Wrong product,2024-02-19T16:14:00,DEL-001
RET-0006052,PRD-0094,2024-04-14,2,Damaged packaging,2024-04-14T13:28:00,DEL-001
RET-0006053,PRD-0094,2024-04-24,3,Damaged packaging,2024-04-24T17:24:00,DEL-001
RET-0006054,PRD-0094,2024-07-06,3,Wrong product,2024-07-06T18:45:00,DEL-001
RET-0006055,PRD-0094,2024-08-02,1,Wrong product,2024-08-02T15:15:00,DEL-001
RET-0006056,PRD-0094,2024-11-19,2,Wrong product,2024-11-19T17:39:00,DEL-001
RET-0006057,PRD-0094,2024-12-31,3,Damaged packaging,2024-12-31T18:47:00,DEL-001
RET-0006058,PRD-0095,2024-02-11,3,Damaged packaging,2024-02-11T12:13:00,DEL-001
RET-0006059,PRD-0095,2024-03-15,3,Wrong product,2024-03-15T18:56:00,DEL-001
RET-0006060,PRD-0095,2024-06-03,2,Wrong product,2024-06-03T19:42:00,DEL-001
RET-0006061,PRD-0095,2024-07-08,3,Wrong product,2024-07-08T14:29:00,DEL-001
RET-0006062,PRD-0095,2024-08-11,1,Wrong product,2024-08-11T13:58:00,DEL-001
RET-0006063,PRD-0095,2024-10-04,2,Wrong product,2024-10-04T17:40:00,DEL-001
RET-0006064,PRD-0095,2024-10-09,1,Damaged packaging,2024-10-09T16:16:00,DEL-001
RET-0006065,PRD-0095,2024-11-04,2,Damaged packaging,2024-11-04T09:12:00,DEL-001
RET-0006066,PRD-0095,2024-11-15,2,Wrong product,2024-11-15T17:26:00,DEL-001
RET-0006067,PRD-0095,2024-12-05,3,Damaged packaging,2024-12-05T17:37:00,DEL-001
RET-0006068,PRD-0096,2024-04-25,1,Wrong product,2024-04-25T15:02:00,DEL-001
RET-0006069,PRD-0096,2024-08-08,3,Wrong product,2024-08-08T10:54:00,DEL-001
RET-0006070,PRD-0096,2024-10-21,1,Wrong product,2024-10-21T09:17:00,DEL-001
RET-0006071,PRD-0096,2024-11-12,1,Wrong product,2024-11-12T13:40:00,DEL-001
RET-0006072,PRD-0096,2024-12-07,3,Wrong product,2024-12-07T18:38:00,DEL-001
RET-0006073,PRD-0097,2024-01-04,2,Wrong product,2024-01-04T14:00:00,DEL-001
RET-0006074,PRD-0097,2024-03-14,1,Damaged packaging,2024-03-14T09:37:00,DEL-001
RET-0006075,PRD-0097,2024-04-01,1,Damaged packaging,2024-04-01T17:30:00,DEL-001
RET-0006076,PRD-0097,2024-04-14,3,Wrong product,2024-04-14T14:37:00,DEL-001
RET-0006077,PRD-0097,2024-05-03,2,Wrong product,2024-05-03T16:25:00,DEL-001
RET-0006078,PRD-0097,2024-07-20,2,Wrong product,2024-07-20T13:47:00,DEL-001
RET-0006079,PRD-0097,2024-07-23,1,Damaged packaging,2024-07-23T20:22:00,DEL-001
RET-0006080,PRD-0097,2024-08-22,1,Damaged packaging,2024-08-22T13:33:00,DEL-001
RET-0006081,PRD-0097,2024-11-16,1,Damaged packaging,2024-11-16T14:18:00,DEL-001
RET-0006082,PRD-0097,2024-11-29,1,Wrong product,2024-11-29T09:45:00,DEL-001
RET-0006083,PRD-0097,2024-12-21,3,Wrong product,2024-12-21T18:58:00,DEL-001
RET-0006084,PRD-0098,2024-04-01,2,Wrong product,2024-04-01T11:22:00,DEL-001
RET-0006085,PRD-0098,2024-04-28,1,Damaged packaging,2024-04-28T10:56:00,DEL-001
RET-0006086,PRD-0098,2024-05-09,3,Damaged packaging,2024-05-09T19:00:00,DEL-001
RET-0006087,PRD-0098,2024-06-12,1,Wrong product,2024-06-12T14:22:00,DEL-001
RET-0006088,PRD-0098,2024-06-13,2,Wrong product,2024-06-13T20:13:00,DEL-001
RET-0006089,PRD-0098,2024-10-12,2,Damaged packaging,2024-10-12T14:18:00,DEL-001
RET-0006090,PRD-0099,2024-02-20,1,Damaged packaging,2024-02-20T11:29:00,DEL-001
RET-0006091,PRD-0099,2024-03-25,3,Damaged packaging,2024-03-25T17:12:00,DEL-001
RET-0006092,PRD-0099,2024-06-16,3,Wrong product,2024-06-16T18:16:00,DEL-001
RET-0006093,PRD-0099,2024-06-29,2,Wrong product,2024-06-29T16:33:00,DEL-001
RET-0006094,PRD-0099,2024-07-02,3,Wrong product,2024-07-02T16:05:00,DEL-001
RET-0006095,PRD-0099,2024-07-07,3,Wrong product,2024-07-07T11:17:00,DEL-001
RET-0006096,PRD-0099,2024-07-07,1,Damaged packaging,2024-07-07T19:17:00,DEL-001
RET-0006097,PRD-0099,2024-07-11,2,Wrong product,2024-07-11T17:04:00,DEL-001
RET-0006098,PRD-0099,2024-08-15,1,Damaged packaging,2024-08-15T17:08:00,DEL-001
RET-0006099,PRD-0099,2024-10-09,2,Wrong product,2024-10-09T19:05:00,DEL-001
RET-0006100,PRD-0099,2024-10-22,1,Wrong product,2024-10-22T12:02:00,DEL-001
RET-0006101,PRD-0099,2024-10-22,1,Damaged packaging,2024-10-22T17:34:00,DEL-001
RET-0006102,PRD-0100,2024-03-09,3,Damaged packaging,2024-03-09T15:25:00,DEL-001
RET-0006103,PRD-0100,2024-05-08,1,Damaged packaging,2024-05-08T17:36:00,DEL-001
RET-0006104,PRD-0100,2024-05-28,2,Wrong product,2024-05-28T18:18:00,DEL-001
RET-0006105,PRD-0100,2024-06-08,1,Damaged packaging,2024-06-08T19:39:00,DEL-001
RET-0006106,PRD-0100,2024-06-18,2,Damaged packaging,2024-06-18T14:20:00,DEL-001
RET-0006107,PRD-0100,2024-10-24,2,Damaged packaging,2024-10-24T20:32:00,DEL-001
RET-0006108,PRD-0100,2024-11-20,1,Festival over,2024-11-20T12:16:00,DEL-001
RET-0006109,PRD-0100,2024-12-01,1,Damaged packaging,2024-12-01T09:41:00,DEL-001
RET-0006110,PRD-0100,2024-12-31,1,Festival over,2024-12-31T12:01:00,DEL-001
RET-0006111,PRD-0101,2024-01-16,1,Damaged packaging,2024-01-16T10:13:00,DEL-001
RET-0006112,PRD-0101,2024-01-04,2,Festival over,2024-01-04T14:47:00,DEL-001
RET-0006113,PRD-0101,2024-01-27,2,Damaged packaging,2024-01-27T09:43:00,DEL-001
RET-0006114,PRD-0101,2024-01-30,3,Damaged packaging,2024-01-30T15:50:00,DEL-001
RET-0006115,PRD-0101,2024-02-05,3,Damaged packaging,2024-02-05T12:25:00,DEL-001
RET-0006116,PRD-0101,2024-03-02,1,Festival over,2024-03-02T12:34:00,DEL-001
RET-0006117,PRD-0101,2024-03-25,2,Damaged packaging,2024-03-25T11:35:00,DEL-001
RET-0006118,PRD-0101,2024-03-28,2,Damaged packaging,2024-03-28T19:45:00,DEL-001
RET-0006119,PRD-0101,2024-04-23,2,Wrong product,2024-04-23T16:01:00,DEL-001
RET-0006120,PRD-0101,2024-11-11,1,Wrong product,2024-11-11T16:41:00,DEL-001
RET-0006121,PRD-0101,2024-11-20,2,Festival over,2024-11-20T11:25:00,DEL-001
RET-0006122,PRD-0101,2024-11-26,1,Damaged packaging,2024-11-26T17:49:00,DEL-001
RET-0006123,PRD-0101,2024-12-09,1,Wrong product,2024-12-09T12:31:00,DEL-001
RET-0006124,PRD-0101,2024-12-26,2,Wrong product,2024-12-26T13:03:00,DEL-001
RET-0006125,PRD-0102,2024-01-13,1,Wrong product,2024-01-13T19:20:00,DEL-001
RET-0006126,PRD-0102,2024-01-17,2,Damaged packaging,2024-01-17T16:07:00,DEL-001
RET-0006127,PRD-0102,2024-02-19,1,Wrong product,2024-02-19T16:50:00,DEL-001
RET-0006128,PRD-0102,2024-03-18,3,Wrong product,2024-03-18T09:40:00,DEL-001
RET-0006129,PRD-0102,2024-05-09,1,Wrong product,2024-05-09T20:23:00,DEL-001
RET-0006130,PRD-0102,2024-05-28,2,Damaged packaging,2024-05-28T09:51:00,DEL-001
RET-0006131,PRD-0102,2024-07-04,3,Wrong product,2024-07-04T16:42:00,DEL-001
RET-0006132,PRD-0102,2024-07-13,2,Wrong product,2024-07-13T17:33:00,DEL-001
RET-0006133,PRD-0102,2024-09-08,3,Wrong product,2024-09-08T11:57:00,DEL-001
RET-0006134,PRD-0102,2024-10-08,2,Wrong product,2024-10-08T13:02:00,DEL-001
RET-0006135,PRD-0102,2024-11-27,3,Festival over,2024-11-27T14:03:00,DEL-001
RET-0006136,PRD-0103,2024-01-21,1,Wrong product,2024-01-21T18:02:00,DEL-001
RET-0006137,PRD-0103,2024-04-05,2,Damaged packaging,2024-04-05T15:47:00,DEL-001
RET-0006138,PRD-0103,2024-05-30,1,Damaged packaging,2024-05-30T15:12:00,DEL-001
RET-0006139,PRD-0103,2024-06-15,2,Damaged packaging,2024-06-15T19:59:00,DEL-001
RET-0006140,PRD-0103,2024-07-19,2,Wrong product,2024-07-19T19:19:00,DEL-001
RET-0006141,PRD-0103,2024-08-10,1,Wrong product,2024-08-10T12:52:00,DEL-001
RET-0006142,PRD-0103,2024-08-06,1,Damaged packaging,2024-08-06T17:46:00,DEL-001
RET-0006143,PRD-0103,2024-09-14,1,Festival over,2024-09-14T16:50:00,DEL-001
RET-0006144,PRD-0103,2024-10-01,1,Damaged packaging,2024-10-01T17:54:00,DEL-001
RET-0006145,PRD-0103,2024-10-10,1,Damaged packaging,2024-10-10T18:57:00,DEL-001
RET-0006146,PRD-0103,2024-12-23,2,Festival over,2024-12-23T13:16:00,DEL-001
RET-0006147,PRD-0103,2024-12-16,1,Festival over,2024-12-16T17:24:00,DEL-001
RET-0006148,PRD-0104,2024-02-13,3,Damaged packaging,2024-02-13T16:47:00,DEL-001
RET-0006149,PRD-0104,2024-02-16,3,Damaged packaging,2024-02-16T09:15:00,DEL-001
RET-0006150,PRD-0104,2024-02-14,3,Damaged packaging,2024-02-14T09:30:00,DEL-001
RET-0006151,PRD-0104,2024-02-25,1,Festival over,2024-02-25T15:27:00,DEL-001
RET-0006152,PRD-0104,2024-03-06,2,Damaged packaging,2024-03-06T15:28:00,DEL-001
RET-0006153,PRD-0104,2024-03-22,2,Festival over,2024-03-22T09:10:00,DEL-001
RET-0006154,PRD-0104,2024-05-16,3,Damaged packaging,2024-05-16T14:08:00,DEL-001
RET-0006155,PRD-0104,2024-06-11,3,Festival over,2024-06-11T10:40:00,DEL-001
RET-0006156,PRD-0104,2024-06-27,3,Damaged packaging,2024-06-27T20:17:00,DEL-001
RET-0006157,PRD-0104,2024-07-15,2,Festival over,2024-07-15T12:33:00,DEL-001
RET-0006158,PRD-0104,2024-08-14,3,Festival over,2024-08-14T12:33:00,DEL-001
RET-0006159,PRD-0104,2024-08-30,1,Festival over,2024-08-30T10:46:00,DEL-001
RET-0006160,PRD-0104,2024-11-18,2,Festival over,2024-11-18T12:53:00,DEL-001
RET-0006161,PRD-0104,2024-12-07,3,Festival over,2024-12-07T19:50:00,DEL-001
RET-0006162,PRD-0105,2024-03-24,1,Damaged packaging,2024-03-24T10:10:00,DEL-001
RET-0006163,PRD-0105,2024-04-24,2,Damaged packaging,2024-04-24T18:14:00,DEL-001
RET-0006164,PRD-0105,2024-06-28,3,Wrong product,2024-06-28T11:05:00,DEL-001
RET-0006165,PRD-0105,2024-08-12,1,Festival over,2024-08-12T11:11:00,DEL-001
RET-0006166,PRD-0105,2024-08-13,3,Damaged packaging,2024-08-13T10:00:00,DEL-001
RET-0006167,PRD-0105,2024-09-12,3,Festival over,2024-09-12T12:06:00,DEL-001
RET-0006168,PRD-0105,2024-10-31,1,Damaged packaging,2024-10-31T20:58:00,DEL-001
RET-0006169,PRD-0105,2024-11-13,3,Damaged packaging,2024-11-13T19:00:00,DEL-001
RET-0006170,PRD-0105,2024-12-19,3,Festival over,2024-12-19T19:22:00,DEL-001
RET-0006171,PRD-0105,2024-12-29,1,Wrong product,2024-12-29T10:36:00,DEL-001
RET-0006172,PRD-0106,2024-01-04,2,Wrong product,2024-01-04T15:26:00,DEL-001
RET-0006173,PRD-0106,2024-02-28,2,Wrong product,2024-02-28T10:46:00,DEL-001
RET-0006174,PRD-0106,2024-03-15,1,Damaged packaging,2024-03-15T09:17:00,DEL-001
RET-0006175,PRD-0106,2024-03-05,1,Damaged packaging,2024-03-05T15:03:00,DEL-001
RET-0006176,PRD-0106,2024-03-21,3,Damaged packaging,2024-03-21T13:52:00,DEL-001
RET-0006177,PRD-0106,2024-03-18,3,Damaged packaging,2024-03-18T17:44:00,DEL-001
RET-0006178,PRD-0106,2024-05-14,3,Wrong product,2024-05-14T14:35:00,DEL-001
RET-0006179,PRD-0106,2024-07-16,1,Wrong product,2024-07-16T13:59:00,DEL-001
RET-0006180,PRD-0106,2024-10-31,1,Wrong product,2024-10-31T14:00:00,DEL-001
RET-0006181,PRD-0106,2024-10-30,2,Festival over,2024-10-30T16:16:00,DEL-001
RET-0006182,PRD-0106,2024-12-15,1,Festival over,2024-12-15T15:18:00,DEL-001
RET-0006183,PRD-0106,2024-12-20,1,Wrong product,2024-12-20T18:51:00,DEL-001
RET-0006184,PRD-0106,2024-12-26,1,Wrong product,2024-12-26T16:26:00,DEL-001
RET-0006185,PRD-0107,2024-01-13,3,Wrong product,2024-01-13T14:43:00,DEL-001
RET-0006186,PRD-0107,2024-02-02,1,Damaged packaging,2024-02-02T12:04:00,DEL-001
RET-0006187,PRD-0107,2024-02-01,1,Wrong product,2024-02-01T12:10:00,DEL-001
RET-0006188,PRD-0107,2024-02-04,2,Damaged packaging,2024-02-04T19:34:00,DEL-001
RET-0006189,PRD-0107,2024-04-23,2,Festival over,2024-04-23T19:38:00,DEL-001
RET-0006190,PRD-0107,2024-05-08,2,Damaged packaging,2024-05-08T20:26:00,DEL-001
RET-0006191,PRD-0107,2024-05-29,2,Wrong product,2024-05-29T13:04:00,DEL-001
RET-0006192,PRD-0107,2024-05-31,2,Damaged packaging,2024-05-31T11:40:00,DEL-001
RET-0006193,PRD-0107,2024-05-30,2,Wrong product,2024-05-30T15:35:00,DEL-001
RET-0006194,PRD-0107,2024-06-09,2,Wrong product,2024-06-09T12:54:00,DEL-001
RET-0006195,PRD-0107,2024-06-14,3,Festival over,2024-06-14T17:15:00,DEL-001
RET-0006196,PRD-0107,2024-06-19,3,Wrong product,2024-06-19T20:48:00,DEL-001
RET-0006197,PRD-0107,2024-07-04,2,Damaged packaging,2024-07-04T13:23:00,DEL-001
RET-0006198,PRD-0107,2024-07-10,3,Festival over,2024-07-10T16:20:00,DEL-001
RET-0006199,PRD-0107,2024-07-20,2,Festival over,2024-07-20T19:31:00,DEL-001
RET-0006200,PRD-0107,2024-07-20,3,Wrong product,2024-07-20T11:50:00,DEL-001
RET-0006201,PRD-0107,2024-08-13,3,Festival over,2024-08-13T12:54:00,DEL-001
RET-0006202,PRD-0107,2024-10-06,2,Damaged packaging,2024-10-06T13:40:00,DEL-001
RET-0006203,PRD-0107,2024-12-16,1,Festival over,2024-12-16T09:31:00,DEL-001
RET-0006204,PRD-0107,2024-12-09,2,Damaged packaging,2024-12-09T14:50:00,DEL-001
RET-0006205,PRD-0108,2024-03-05,2,Wrong product,2024-03-05T17:11:00,DEL-001
RET-0006206,PRD-0108,2024-03-28,2,Festival over,2024-03-28T19:49:00,DEL-001
RET-0006207,PRD-0108,2024-05-20,2,Damaged packaging,2024-05-20T10:32:00,DEL-001
RET-0006208,PRD-0108,2024-09-10,1,Festival over,2024-09-10T09:35:00,DEL-001
RET-0006209,PRD-0108,2024-10-03,3,Festival over,2024-10-03T18:52:00,DEL-001
RET-0006210,PRD-0108,2024-10-25,3,Festival over,2024-10-25T14:19:00,DEL-001
RET-0006211,PRD-0108,2024-11-16,2,Wrong product,2024-11-16T19:13:00,DEL-001
RET-0006212,PRD-0108,2024-12-01,3,Festival over,2024-12-01T19:13:00,DEL-001
RET-0006213,PRD-0108,2024-12-12,1,Festival over,2024-12-12T12:09:00,DEL-001
RET-0006214,PRD-0108,2024-12-30,2,Festival over,2024-12-30T10:21:00,DEL-001
RET-0006215,PRD-0109,2024-01-12,2,Festival over,2024-01-12T14:45:00,DEL-001
RET-0006216,PRD-0109,2024-02-04,3,Festival over,2024-02-04T09:00:00,DEL-001
RET-0006217,PRD-0109,2024-02-10,3,Festival over,2024-02-10T15:02:00,DEL-001
RET-0006218,PRD-0109,2024-03-05,2,Wrong product,2024-03-05T12:40:00,DEL-001
RET-0006219,PRD-0109,2024-03-10,3,Damaged packaging,2024-03-10T17:02:00,DEL-001
RET-0006220,PRD-0109,2024-04-23,3,Festival over,2024-04-23T10:34:00,DEL-001
RET-0006221,PRD-0109,2024-05-23,3,Wrong product,2024-05-23T09:26:00,DEL-001
RET-0006222,PRD-0109,2024-06-07,3,Damaged packaging,2024-06-07T20:38:00,DEL-001
RET-0006223,PRD-0109,2024-06-06,1,Festival over,2024-06-06T12:29:00,DEL-001
